INCP Total Personal Income (weekly),"$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$150-$299 ($7,800-$15,599)","$150-$299 ($7,800-$15,599)","$150-$299 ($7,800-$15,599)","$150-$299 ($7,800-$15,599)","$150-$299 ($7,800-$15,599)","$150-$299 ($7,800-$15,599)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$300-$399 ($15,600-$20,799)","$300-$399 ($15,600-$20,799)","$300-$399 ($15,600-$20,799)","$300-$399 ($15,600-$20,799)","$300-$399 ($15,600-$20,799)","$300-$399 ($15,600-$20,799)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$500-$649 ($26,000-$33,799)","$500-$649 ($26,000-$33,799)","$500-$649 ($26,000-$33,799)","$500-$649 ($26,000-$33,799)","$500-$649 ($26,000-$33,799)","$500-$649 ($26,000-$33,799)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,000-$1,249 ($52,000-$64,999)","$1,000-$1,249 ($52,000-$64,999)","$1,000-$1,249 ($52,000-$64,999)","$1,000-$1,249 ($52,000-$64,999)","$1,000-$1,249 ($52,000-$64,999)","$1,000-$1,249 ($52,000-$64,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$2,000-$2,999 ($104,000-$155,999)","$2,000-$2,999 ($104,000-$155,999)","$2,000-$2,999 ($104,000-$155,999)","$2,000-$2,999 ($104,000-$155,999)","$2,000-$2,999 ($104,000-$155,999)","$2,000-$2,999 ($104,000-$155,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,000-$3,499 ($156,000-$181,999)","$3,000-$3,499 ($156,000-$181,999)","$3,000-$3,499 ($156,000-$181,999)","$3,000-$3,499 ($156,000-$181,999)","$3,000-$3,499 ($156,000-$181,999)","$3,000-$3,499 ($156,000-$181,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500 or more ($182,000 or more)","$3,500 or more ($182,000 or more)","$3,500 or more ($182,000 or more)","$3,500 or more ($182,000 or more)","$3,500 or more ($182,000 or more)","$3,500 or more ($182,000 or more)","$3,500 or more ($182,000 or more)","$3,500 or more ($182,000 or more)"
Merimbula - Tura Beach,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,5,4,0,0,0,3,0,0,5,0,0,3,0,6,9,0,4,10,0,3,0,5,10,3,11,11,0,5,0,6,10,8,13,20,0,12,0,4,20,11,31,46,0,15,0,6,15,6,24,29,0,11,0,5,19,3,36,39,0,5,0,3,14,13,45,36,6,11,0,0,37,22,62,48,8,10,0,0,11,5,3,13,0,0,0,0,12,5,0,38,5,4
Moruya - Tuross Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,5,0,3,0,3,3,0,0,3,0,10,9,0,6,0,3,4,6,9,9,0,4,0,4,6,5,6,11,0,9,0,4,12,13,10,25,0,9,0,0,9,12,16,22,4,15,0,0,17,10,20,24,0,7,0,0,6,7,24,21,0,9,0,0,13,18,34,13,4,8,0,0,0,3,4,7,0,3,0,4,10,0,0,17,4,9
Narooma - Bermagui,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,3,0,7,0,0,6,5,4,0,0,0,0,4,6,4,3,6,0,0,0,6,7,4,7,10,0,3,0,3,6,3,5,20,0,11,0,3,20,6,24,22,3,10,0,0,9,8,23,14,3,11,0,3,13,10,14,16,4,6,0,0,3,8,30,7,3,5,0,0,16,13,30,15,7,4,0,0,0,3,0,3,3,0,0,0,3,5,5,11,4,0
Goulburn,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,3,0,0,7,4,11,3,0,4,0,3,4,6,9,10,0,7,0,6,26,4,15,18,0,7,0,3,37,5,26,41,0,10,3,11,42,15,45,73,3,25,0,5,36,17,69,80,4,39,0,4,38,25,69,85,9,28,0,0,20,17,79,77,7,21,0,7,50,33,111,91,21,19,0,0,7,7,3,16,4,3,0,0,20,9,0,32,12,5
Goulburn Surrounds,0,0,0,0,7,0,0,4,0,0,0,6,0,0,0,0,0,0,4,3,5,0,0,3,0,0,3,4,7,3,0,0,0,0,8,0,3,9,0,0,0,3,5,3,8,16,0,4,0,4,8,11,13,7,0,4,0,4,22,6,18,27,5,16,0,4,21,7,20,26,8,8,0,4,19,13,34,36,0,9,0,0,20,6,46,24,10,12,0,4,28,26,54,29,13,8,0,0,9,13,0,7,0,6,4,0,31,10,0,11,9,14
Yass,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,7,8,9,0,0,0,0,0,3,3,13,5,0,3,0,4,14,7,15,19,0,3,0,0,15,7,24,14,5,3,0,0,22,12,21,17,13,6,3,0,27,3,27,18,3,6,0,0,50,29,41,13,24,9,0,0,6,0,0,6,10,0,0,0,4,0,0,8,10,3
Yass Surrounds,0,0,0,0,7,0,0,0,0,5,0,7,0,0,0,0,0,7,0,4,6,0,0,0,0,0,0,6,0,4,0,0,0,4,6,4,10,5,0,3,0,5,5,8,10,9,0,0,0,6,12,11,17,11,0,5,6,3,25,9,18,23,8,5,0,9,32,12,25,31,13,12,9,8,46,26,36,26,12,9,8,3,61,23,42,19,10,18,11,9,132,54,90,27,62,29,5,0,35,15,6,4,28,7,8,0,78,16,3,14,57,22
Young,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,10,13,0,0,0,0,4,5,10,8,0,0,0,3,15,0,13,15,0,4,0,0,25,8,13,16,0,11,0,0,23,7,34,20,0,6,0,0,10,8,42,22,0,12,0,0,8,4,36,17,0,6,0,0,16,9,48,26,0,5,0,0,6,0,0,3,0,0,0,0,8,3,3,11,0,0
Young Surrounds,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,3,5,0,0,0,0,4,3,3,12,0,3,0,0,5,4,11,9,0,3,0,0,4,6,13,10,0,0,0,0,8,6,14,13,0,5,0,0,10,7,25,12,0,3,0,0,9,9,17,10,0,0,0,0,7,10,29,13,0,9,0,0,0,3,0,0,0,0,0,0,11,7,5,7,0,0
Avoca Beach - Copacabana,0,3,0,0,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,3,0,0,0,3,3,0,4,8,0,3,0,0,8,7,7,4,0,12,0,5,11,5,10,14,0,0,0,3,5,0,17,20,0,3,0,5,17,15,17,32,0,14,0,3,23,12,36,30,0,11,0,5,29,15,30,45,3,12,0,4,20,9,53,18,3,16,3,9,49,31,96,47,9,18,0,0,14,8,0,17,3,4,3,6,65,18,4,35,19,15
Box Head - MacMasters Beach,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,3,3,0,12,3,0,0,0,3,0,0,0,0,3,0,0,4,3,13,5,7,5,9,0,9,3,3,18,16,0,4,5,11,11,11,13,24,0,6,0,10,19,14,24,32,0,10,0,10,37,21,25,46,5,10,3,8,27,17,33,21,5,14,0,5,29,21,46,32,13,21,3,12,62,41,85,31,23,24,0,0,23,5,9,15,10,8,3,8,55,14,7,23,19,29
Calga - Kulnura,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,5,0,4,3,0,0,0,0,5,5,0,3,0,7,0,0,4,7,9,10,0,3,0,0,11,0,7,8,0,6,0,0,0,11,5,5,0,0,0,0,10,8,12,7,0,9,0,3,7,5,8,8,0,0,0,0,18,25,8,5,9,5,0,0,6,3,4,6,3,5,0,0,13,8,0,6,4,6
Erina - Green Point,0,0,3,0,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,0,6,7,5,3,0,6,7,0,10,0,0,4,0,0,4,6,7,7,0,5,0,7,16,3,10,26,5,8,0,8,10,0,19,34,3,8,0,8,32,16,30,55,6,11,0,4,22,16,46,44,4,16,3,0,43,16,31,49,8,12,0,4,39,17,50,49,13,24,0,3,71,38,82,88,37,15,0,4,31,9,5,17,18,0,0,0,56,22,6,71,17,9
Gosford - Springfield,0,7,0,4,5,0,0,0,0,0,3,0,12,0,0,0,0,0,5,0,13,6,0,4,0,4,3,3,8,10,0,0,0,8,19,6,16,16,4,8,0,10,17,13,25,30,3,10,0,10,37,12,32,48,4,14,5,15,72,41,45,102,15,25,4,11,53,33,45,144,22,29,9,19,63,47,59,146,21,31,0,8,68,34,74,116,35,19,6,8,115,69,110,128,77,25,0,0,24,17,4,36,20,6,0,0,38,16,3,61,21,7
Kariong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,8,4,5,15,4,5,0,5,9,6,9,16,0,4,0,0,19,6,14,21,0,3,0,6,12,10,9,20,3,4,0,6,24,6,17,21,5,5,0,3,20,0,13,25,0,5,0,3,27,19,20,31,32,14,0,0,11,10,3,3,7,0,0,0,6,0,0,0,12,3
Kincumber - Picketts Valley,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,4,3,0,0,0,0,4,3,4,15,4,4,0,0,4,0,12,17,0,4,0,0,7,4,10,14,0,3,0,5,12,4,15,21,0,7,0,6,14,11,16,25,0,7,0,3,15,3,23,34,0,14,0,0,13,7,28,17,6,10,5,0,29,22,36,31,8,8,0,0,5,3,0,7,5,0,0,0,10,10,0,10,0,3
Narara,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,3,0,14,6,0,5,0,0,4,5,12,8,6,7,0,5,5,4,15,18,7,3,0,3,20,4,4,28,5,6,4,0,31,10,21,43,9,15,0,0,8,12,15,49,13,14,0,0,16,15,27,29,11,8,4,6,57,20,28,38,37,16,0,0,10,4,0,3,11,0,0,0,10,3,0,0,7,0
Niagara Park - Lisarow,0,0,0,0,3,0,0,0,0,3,0,0,5,3,0,0,0,0,6,3,3,0,0,0,0,3,4,3,6,3,0,0,0,5,3,0,3,5,0,0,0,0,3,0,11,9,0,5,0,0,6,6,11,20,6,3,0,3,22,4,8,20,7,3,0,12,24,11,29,47,8,5,0,3,21,7,27,33,8,9,0,0,27,7,37,32,12,9,5,3,67,34,39,32,28,6,0,0,11,6,0,8,8,0,0,0,19,3,4,10,11,0
Point Clare - Koolewong,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,4,0,7,9,0,4,0,5,3,5,10,9,4,3,0,0,13,6,12,16,3,4,0,7,12,14,16,21,7,7,0,3,17,12,21,19,4,8,0,0,34,12,15,39,11,9,6,0,19,17,14,22,7,10,0,4,55,43,36,35,30,6,0,0,16,9,3,3,7,3,0,0,25,11,0,4,16,0
Saratoga - Davistown,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,7,4,0,0,0,3,3,0,4,0,0,0,0,3,5,3,0,5,0,3,0,0,9,4,9,18,3,7,0,4,8,4,10,9,0,0,0,4,13,9,22,16,0,3,0,6,14,4,24,29,0,4,0,0,10,9,14,23,0,9,0,0,17,14,37,29,6,4,0,6,43,21,44,35,21,19,0,0,7,5,5,5,8,3,0,0,16,5,0,5,0,3
Terrigal - North Avoca,0,0,0,4,8,4,0,0,0,0,0,0,7,0,0,0,0,3,3,0,8,0,0,0,0,3,10,0,15,6,0,5,0,8,6,0,20,18,4,4,4,3,21,4,28,23,0,6,0,3,34,10,32,46,3,10,6,9,43,11,43,63,3,17,5,4,36,20,56,73,6,16,0,0,56,19,61,82,4,21,0,5,53,23,70,75,4,16,4,13,111,43,142,111,29,37,0,3,39,8,5,25,15,8,4,3,81,27,3,107,20,25
Umina - Booker Bay - Patonga,0,6,5,6,0,3,0,0,3,6,3,0,7,0,0,0,0,11,4,3,7,4,0,4,0,5,4,6,12,6,0,3,4,11,4,4,19,17,0,12,4,10,17,12,17,22,4,10,5,9,28,14,31,30,3,11,0,11,33,15,37,40,9,14,0,17,44,22,53,63,15,21,0,11,52,31,52,55,18,17,3,9,54,16,54,45,22,18,3,14,145,63,86,66,66,35,3,5,37,10,9,3,26,0,0,7,77,23,11,15,37,21
Wamberal - Forresters Beach,0,0,0,0,6,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,10,4,4,13,0,5,0,3,5,3,15,20,0,11,0,4,11,7,28,22,0,10,0,0,26,10,19,49,4,12,5,4,21,11,29,49,3,15,0,3,22,12,41,54,3,12,0,4,40,13,64,32,5,17,0,13,69,34,88,55,21,28,0,5,26,15,3,15,6,8,0,0,60,16,8,81,10,9
Woy Woy - Blackwall,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,7,0,0,0,0,0,3,0,4,3,0,8,3,3,8,5,8,24,0,0,0,4,18,3,21,16,0,7,0,6,20,4,16,16,0,9,0,3,34,17,20,32,4,10,0,10,30,14,30,30,8,9,3,8,37,18,24,24,14,7,6,7,35,11,32,27,9,10,4,11,89,33,39,26,41,12,0,3,11,3,4,3,20,11,0,5,27,8,0,4,16,10
Wyoming,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,4,0,0,0,0,3,0,4,6,0,6,0,3,5,3,8,17,0,5,0,4,4,5,14,12,0,0,0,0,5,4,12,30,0,8,0,0,19,13,23,39,10,17,0,10,21,12,27,46,13,13,0,4,25,11,15,42,21,9,3,4,20,10,35,36,13,10,0,4,45,17,32,48,42,8,0,0,12,10,0,4,10,0,0,0,11,0,6,6,6,0
Bateau Bay - Killarney Vale,0,0,4,0,8,0,0,0,0,0,4,3,13,6,0,0,0,0,4,0,12,7,0,3,0,5,3,3,8,3,0,0,0,3,11,6,14,19,0,13,0,4,15,5,20,35,0,13,0,8,12,11,36,50,3,12,0,8,48,17,61,57,7,28,0,4,49,27,65,72,8,19,0,10,46,17,94,60,7,22,0,7,39,14,124,55,9,25,0,9,80,41,130,53,20,22,0,0,14,9,11,6,6,0,0,0,19,3,0,13,13,3
Blue Haven - San Remo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,3,6,5,10,0,7,0,0,4,0,14,18,0,7,3,0,11,3,12,11,8,6,0,0,11,5,14,25,4,13,0,0,16,4,9,21,8,10,0,0,12,5,19,22,4,5,0,0,13,7,21,16,8,3,0,0,7,0,4,4,0,0,0,0,0,0,0,0,3,0
Budgewoi - Buff Point - Halekulani,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,4,0,0,0,0,3,0,5,0,0,0,0,6,0,3,12,14,0,0,0,0,0,4,14,11,0,0,4,0,9,3,4,11,0,5,0,3,14,5,16,23,3,9,0,0,12,8,25,24,0,9,0,6,10,7,23,27,0,9,0,0,9,8,26,23,3,0,0,0,23,10,48,23,4,4,0,0,6,0,0,0,0,0,0,0,4,6,0,5,0,0
Chittaway Bay - Tumbi Umbi,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,11,0,0,0,0,14,0,13,12,0,6,0,5,0,7,18,21,0,7,0,4,21,6,19,24,4,7,0,7,37,6,39,46,9,19,3,4,36,12,50,69,4,22,0,3,46,12,44,37,10,25,0,0,27,20,62,39,12,20,3,3,51,45,89,47,17,11,0,0,12,6,3,6,9,0,0,0,29,4,0,17,12,3
Gorokan - Kanwal - Charmhaven,0,4,0,0,5,0,0,0,0,0,0,3,0,6,0,3,0,0,3,6,5,0,0,0,0,0,9,3,8,3,3,0,0,0,5,0,14,19,0,3,0,9,13,3,15,18,0,0,0,3,19,7,17,35,0,6,3,0,35,11,32,52,0,17,0,0,32,11,41,47,10,16,0,4,28,12,35,49,10,28,0,4,30,10,44,43,17,8,5,0,37,6,57,29,17,10,0,0,6,5,0,4,5,0,0,0,0,0,0,7,0,0
Jilliby - Yarramalong,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,0,9,3,0,5,0,0,9,6,8,5,0,0,0,0,6,6,10,5,0,5,0,0,8,5,7,14,0,5,0,0,6,0,17,7,3,0,0,0,10,5,9,4,3,0,0,0,17,12,20,15,8,0,0,0,3,4,5,0,0,0,0,0,11,5,0,6,0,4
Lake Munmorah - Mannering Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,3,3,4,6,9,0,0,0,0,6,3,4,11,0,3,0,0,4,3,3,18,3,4,0,0,17,3,15,30,3,4,0,4,3,10,22,23,0,7,0,4,13,0,18,21,3,8,0,0,8,4,25,11,0,3,0,0,20,11,28,10,12,3,0,0,0,4,0,3,0,0,0,0,8,0,0,7,3,0
Ourimbah - Fountaindale,0,0,0,0,5,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,4,5,0,0,0,0,7,0,5,4,0,0,0,0,0,3,0,3,0,0,0,0,5,0,12,6,0,5,0,3,8,11,12,13,0,4,0,3,10,7,10,21,0,0,4,4,4,8,13,23,6,7,0,0,21,3,25,30,5,7,0,0,7,7,19,19,0,3,0,3,22,13,32,18,23,8,0,0,3,0,0,7,4,3,0,0,13,0,0,11,0,3
Summerland Point - Gwandalan,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,5,3,0,0,0,0,4,0,7,9,0,0,0,0,3,5,8,9,0,5,0,0,9,4,4,16,0,6,0,0,11,5,3,10,0,6,0,0,6,4,15,15,5,11,0,0,10,0,14,7,0,4,0,0,20,6,17,17,5,3,0,0,0,5,0,0,0,0,0,0,9,4,0,0,0,3
The Entrance,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,4,0,11,9,0,4,0,0,10,6,5,14,0,5,0,3,14,5,10,18,0,4,0,5,11,9,26,30,3,0,0,0,23,14,34,42,0,10,3,3,36,13,29,46,10,15,0,0,32,12,43,40,8,17,0,0,39,17,69,33,12,21,0,3,44,29,82,35,20,17,0,0,9,0,9,6,4,0,0,0,14,10,4,15,0,9
Toukley - Norah Head,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,5,0,0,0,0,0,3,0,3,4,8,4,0,0,0,10,0,11,17,0,0,0,3,8,3,9,17,0,5,0,4,15,5,17,29,0,3,0,0,16,8,34,20,0,11,0,0,11,3,22,26,6,7,0,0,11,3,32,26,3,8,0,0,20,29,49,13,3,4,0,0,9,0,0,0,0,0,0,0,15,0,0,4,0,5
Tuggerah - Kangy Angy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,8,0,11,0,0,4,9,7,5,0,9,0,3,14,5,14,18,0,3,0,0,12,3,8,8,5,5,0,5,22,4,15,14,5,0,0,0,10,9,18,9,9,4,0,0,18,13,26,21,15,8,0,0,4,0,0,3,5,0,0,0,10,0,0,9,0,0
Warnervale - Wadalba,0,0,0,0,4,3,0,0,0,5,0,0,3,3,0,0,0,0,3,0,3,0,0,0,0,3,3,3,4,3,0,8,0,5,10,8,11,11,0,0,0,0,4,3,23,23,0,7,0,9,32,12,22,45,0,3,0,6,38,9,34,55,4,20,0,4,43,15,37,85,8,26,3,3,45,5,34,111,17,21,0,5,33,14,57,103,21,8,3,4,95,31,85,89,47,21,0,0,18,12,3,11,16,0,0,0,19,9,8,17,5,0
Wyong,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,4,0,0,4,4,5,0,0,0,7,0,3,9,0,3,0,0,12,3,8,15,4,7,0,0,15,4,8,16,0,11,0,0,14,4,15,22,5,8,0,0,16,10,10,20,10,7,0,0,15,4,14,19,13,3,0,0,26,14,28,11,14,3,0,0,9,0,0,3,0,3,0,0,11,0,0,0,0,0
Bathurst - East,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,9,4,6,5,0,3,0,0,10,4,12,21,0,8,0,5,11,6,23,16,4,4,0,0,24,7,26,28,0,14,0,0,28,9,28,38,0,17,0,0,35,12,42,37,7,16,0,0,27,10,53,28,0,6,0,5,35,25,107,39,11,17,0,0,6,4,4,11,0,0,0,0,8,5,0,14,0,0
Bathurst Surrounds,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,9,4,0,0,0,0,0,3,3,7,0,0,0,0,0,0,7,9,0,0,0,4,6,11,15,9,0,5,3,3,13,8,11,21,0,6,0,0,15,14,27,25,0,8,3,0,14,11,15,12,8,7,0,0,11,7,17,20,0,11,6,0,27,14,55,23,5,8,0,0,12,8,5,0,0,0,0,0,6,3,6,7,0,8
Oberon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,3,0,0,0,0,3,0,4,4,0,0,0,0,8,4,0,9,0,3,0,0,4,0,3,9,0,4,0,3,4,3,11,12,3,5,0,0,6,7,6,9,0,0,0,0,7,3,13,7,0,0,0,0,10,17,11,13,3,5,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0
Bathurst - South,0,5,0,0,0,0,0,0,0,3,4,0,3,4,0,3,0,0,0,0,4,0,0,0,0,0,5,0,0,3,0,0,0,3,0,4,9,3,0,3,0,3,5,6,14,17,0,4,0,6,16,10,17,13,0,9,0,3,17,18,28,42,0,15,0,4,22,15,41,46,8,17,3,3,28,10,30,42,5,16,0,0,11,13,46,25,6,15,9,0,19,31,77,40,9,20,0,0,0,5,5,11,0,0,0,0,9,3,3,20,3,7
Bathurst - West,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,3,0,0,0,0,4,0,13,0,0,0,0,0,0,5,12,4,0,5,0,0,8,7,22,11,4,5,0,3,25,0,34,19,4,13,0,9,22,9,40,38,6,18,0,0,32,26,46,35,9,18,3,4,42,18,65,46,4,26,0,0,32,21,84,56,13,16,0,4,49,45,139,63,12,15,0,0,13,9,3,9,0,3,0,0,14,8,8,32,0,3
Condobolin,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,3,0,0,5,4,3,5,0,4,0,0,0,0,6,4,0,0,0,0,6,6,16,8,0,4,0,0,8,3,25,21,0,5,0,0,8,4,17,17,0,4,0,0,10,3,24,12,0,0,0,0,10,3,51,9,0,3,0,0,0,5,3,3,0,0,0,0,0,4,0,3,0,0
Cowra,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,3,0,4,0,0,7,0,5,0,0,4,0,0,3,4,13,9,0,0,0,4,5,0,16,18,0,0,0,3,12,6,20,27,0,4,0,0,24,9,27,22,0,3,0,0,8,6,22,11,0,5,0,0,7,5,25,7,0,7,0,0,7,17,43,15,0,9,0,0,6,3,0,0,0,5,0,0,0,0,0,13,0,0
Cowra Surrounds,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,5,5,0,0,0,0,4,0,5,5,0,4,0,0,6,5,18,4,5,3,0,0,3,4,14,14,0,0,0,0,7,5,11,14,0,6,0,0,0,3,19,8,0,0,0,0,5,10,23,10,0,4,0,0,6,0,0,3,0,0,0,0,7,0,0,5,0,5
Forbes,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,6,0,3,5,0,0,0,4,0,0,4,0,0,4,0,3,9,7,7,6,0,0,0,0,11,4,6,8,0,4,0,0,21,10,19,22,0,9,0,0,9,9,41,27,0,10,0,0,14,12,23,28,0,3,0,0,6,13,40,17,0,5,0,3,20,21,62,26,0,10,0,0,9,4,7,8,0,5,0,0,12,6,0,15,0,0
Grenfell,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,9,3,0,0,0,0,3,5,6,0,0,0,0,0,4,0,11,3,0,0,0,0,5,0,5,0,0,4,0,0,0,0,13,0,0,0,0,0,6,3,23,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parkes (NSW),0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,10,3,5,3,0,4,0,0,7,0,3,16,0,0,0,3,10,7,13,19,0,4,0,3,3,9,14,14,3,9,0,0,23,14,35,18,0,10,0,0,27,20,29,31,0,7,0,0,10,20,44,22,0,7,0,0,33,45,66,34,3,7,0,0,4,15,3,0,0,0,0,0,5,13,0,13,0,3
